date,appliances,lights,t1,rh_1,t2,rh_2,t3,rh_3,t4,rh_4,t5,rh_5,t6,rh_6,t7,rh_7,t8,rh_8,t9,rh_9,t_out,press_mm_hg,rh_out,wind_speed,visibility,tdew_point,weekstatus,day_of_week,hour,hour_category,energy_consuption
1/19/2016 9:30,30,0,18.70,40.59,17.20,41.06,19.20,39.83,17.89,38.20,16.79,57.00,-5.71,81.64,17.33,33.90,18.89,42.96,16.60,39.13,-4.30,757.25,92.00,1.00,62.00,-5.45,Weekday,Tuesday,9,Afternoon,30
1/22/2016 9:30,60,0,18.39,38.40,17.29,38.29,18.60,39.20,16.20,38.59,16.39,47.50,-0.40,94.30,16.20,32.90,18.20,42.97,15.89,41.43,0.00,762.85,78.50,4.00,20.50,-3.35,Weekday,Friday,9,Afternoon,60
1/23/2016 9:30,190,10,17.10,43.50,16.20,43.79,17.60,41.70,15.23,43.03,15.50,49.29,5.69,99.90,15.65,38.59,16.50,46.50,15.10,43.00,5.80,768.75,99.50,3.50,27.00,5.75,Weekend,Saturday,9,Afternoon,200
1/24/2016 9:30,190,20,18.20,46.10,17.53,44.20,19.73,46.20,19.73,43.20,15.39,51.52,6.40,99.90,15.60,41.23,17.91,52.43,15.50,48.26,6.55,767.65,94.50,5.50,40.00,5.70,Weekend,Sunday,9,Afternoon,210
1/25/2016 9:30,30,0,19.79,43.90,18.89,44.29,20.20,44.13,17.39,46.70,17.89,49.77,6.93,99.90,16.29,43.09,17.71,49.50,16.43,49.40,8.10,763.80,89.00,3.00,33.50,6.35,Weekday,Monday,9,Afternoon,30
1/26/2016 9:30,50,0,20.10,45.09,19.29,44.79,20.50,44.40,19.67,46.09,17.58,53.00,9.19,99.90,17.50,42.91,18.20,49.41,17.10,49.00,9.20,762.75,94.00,4.50,61.50,8.30,Weekday,Tuesday,9,Afternoon,50
1/28/2016 9:30,50,0,18.70,46.16,17.89,46.20,19.60,44.59,17.70,46.70,17.23,52.82,3.20,96.73,17.29,43.05,17.35,49.29,16.70,47.13,4.15,764.05,93.50,2.00,28.50,3.15,Weekday,Thursday,9,Afternoon,50
1/29/2016 9:30,30,0,18.00,43.33,17.10,44.20,19.10,42.00,16.89,43.76,16.70,50.50,5.66,88.40,17.10,39.00,17.20,45.36,16.29,43.23,5.60,763.95,81.50,8.50,40.00,2.65,Weekday,Friday,9,Afternoon,30
1/30/2016 9:30,30,0,18.89,46.20,18.20,45.53,19.60,44.43,16.45,47.40,16.70,51.90,8.39,99.90,16.79,43.61,18.29,54.22,16.46,49.33,8.55,753.10,90.50,11.50,30.00,7.05,Weekend,Saturday,9,Afternoon,30
1/31/2016 9:30,440,40,20.29,43.19,19.57,41.96,20.50,43.90,18.76,43.46,17.50,52.84,5.19,99.90,16.98,39.70,19.51,51.05,16.79,48.13,5.25,754.15,92.50,4.50,34.00,4.10,Weekend,Sunday,9,Afternoon,480
2/1/2016 9:30,80,10,21.10,47.43,20.39,46.63,21.39,46.40,19.79,48.29,19.96,76.48,11.10,85.15,18.98,48.53,20.35,52.89,17.79,51.90,11.05,759.85,79.00,8.50,22.50,7.50,Weekday,Monday,9,Afternoon,90
2/2/2016 9:30,70,20,21.70,48.90,20.70,45.97,22.32,44.82,20.89,48.13,19.60,56.34,8.85,99.90,18.73,45.20,20.44,52.96,18.29,51.73,8.65,757.50,96.00,6.00,52.00,8.05,Weekday,Tuesday,9,Afternoon,90
2/4/2016 9:30,350,0,20.79,43.09,19.89,42.20,21.53,42.38,20.82,42.10,18.63,54.75,4.47,95.93,18.29,37.59,20.88,45.89,18.32,46.76,4.25,762.15,95.50,7.00,59.50,3.60,Weekday,Thursday,9,Afternoon,350
2/6/2016 9:30,20,0,21.10,46.00,20.42,43.82,22.17,44.97,19.39,46.50,18.61,54.77,8.39,89.30,18.51,42.10,20.58,53.58,19.00,50.57,8.35,753.55,85.00,6.50,40.00,5.90,Weekend,Saturday,9,Afternoon,20
2/7/2016 9:30,40,0,21.29,45.53,20.50,43.59,21.79,44.20,18.79,44.56,19.46,75.66,6.50,88.69,18.70,39.68,21.20,51.43,19.20,48.73,6.90,744.45,84.50,6.50,40.00,4.50,Weekend,Sunday,9,Afternoon,40
2/8/2016 9:30,300,20,20.89,44.96,20.10,43.33,21.50,43.63,21.39,42.86,19.10,53.30,7.76,91.93,18.77,38.40,21.20,49.18,19.00,46.43,8.65,738.85,74.50,9.50,40.00,4.35,Weekday,Monday,9,Afternoon,320
2/9/2016 9:30,150,0,21.39,43.63,20.60,42.29,22.39,41.73,20.07,43.43,20.00,46.77,6.16,87.76,18.79,37.82,21.30,50.92,19.00,45.83,5.75,737.10,93.00,4.50,62.00,4.70,Weekday,Tuesday,9,Afternoon,150
2/10/2016 9:30,90,10,20.89,43.86,20.20,40.23,21.79,41.26,20.53,41.33,19.00,50.54,4.03,92.53,19.59,39.27,21.75,46.52,19.00,43.63,4.00,740.45,93.00,6.00,40.00,2.95,Weekday,Wednesday,9,Afternoon,100
2/11/2016 9:30,100,0,20.00,45.53,19.29,41.56,20.70,41.50,18.70,42.23,18.79,60.53,2.10,91.83,19.89,41.24,21.73,49.02,18.79,44.43,3.00,749.30,96.50,3.50,63.50,2.50,Weekday,Thursday,9,Afternoon,100
2/12/2016 9:30,260,0,20.50,40.90,19.63,39.63,20.63,40.66,19.10,39.40,18.50,52.59,3.09,92.30,19.39,36.84,21.63,45.79,18.70,43.27,2.85,744.30,88.50,4.00,33.50,1.15,Weekday,Friday,9,Afternoon,260
2/13/2016 9:30,340,0,20.07,39.86,18.10,41.16,20.79,39.66,18.60,39.93,18.59,55.96,2.56,88.03,18.91,34.71,21.70,45.37,18.50,43.05,1.90,736.95,88.50,2.50,22.50,0.15,Weekend,Saturday,9,Afternoon,340
2/14/2016 9:30,100,30,20.20,40.72,18.39,41.20,21.00,39.79,20.70,40.56,17.89,50.17,3.09,92.30,18.98,37.76,20.82,44.13,18.17,42.66,2.60,736.05,96.00,1.50,35.50,2.00,Weekend,Sunday,9,Afternoon,130
2/15/2016 9:30,70,20,19.32,39.70,17.79,39.59,20.00,39.13,18.29,37.36,17.75,54.44,1.60,80.69,18.79,33.73,20.65,40.08,17.86,41.16,2.10,756.90,79.00,5.00,40.00,-1.25,Weekday,Monday,9,Afternoon,90
2/16/2016 9:30,230,0,19.70,38.00,17.60,39.70,21.57,39.13,18.89,35.03,18.17,42.93,-3.03,83.26,18.29,29.79,20.20,38.53,17.79,38.50,-0.80,772.20,95.00,1.00,61.00,-1.50,Weekday,Tuesday,9,Afternoon,230
2/18/2016 9:30,90,20,19.50,35.76,17.63,36.29,19.60,36.59,18.20,34.26,17.70,44.32,1.53,73.43,17.89,28.23,20.29,36.34,17.70,37.26,0.80,755.15,80.00,4.00,21.50,-2.25,Weekday,Thursday,9,Afternoon,110
2/19/2016 9:30,70,0,19.63,37.13,17.63,37.03,19.70,36.70,18.10,34.86,17.35,41.13,-0.57,85.73,17.10,30.29,19.24,38.72,17.39,36.96,1.15,760.50,91.00,2.50,42.00,-0.15,Weekday,Friday,9,Afternoon,70
2/20/2016 9:30,50,10,19.17,41.16,17.63,42.83,20.39,38.34,17.50,40.16,17.00,46.25,8.10,93.09,17.60,36.66,19.36,48.20,17.60,43.26,7.95,754.30,97.00,6.00,60.00,7.55,Weekend,Saturday,9,Afternoon,60
2/21/2016 9:30,10,10,20.70,44.72,19.39,45.29,21.60,41.92,19.39,45.07,18.03,53.06,10.50,90.30,18.10,42.57,20.53,53.00,18.29,47.20,10.60,756.60,89.50,8.50,34.50,8.90,Weekend,Sunday,9,Afternoon,20
2/23/2016 9:30,70,0,20.57,42.93,18.82,44.00,21.29,41.73,20.07,41.12,18.74,51.05,4.97,87.83,19.00,39.47,20.79,45.83,18.50,44.25,4.75,755.25,93.00,3.00,45.00,3.65,Weekday,Tuesday,9,Afternoon,70
2/25/2016 9:30,130,20,20.20,38.80,18.29,39.86,20.29,38.59,21.20,36.07,17.91,49.38,0.67,84.53,18.89,33.42,20.60,39.83,18.00,38.47,2.25,756.60,87.50,1.50,60.00,0.35,Weekday,Thursday,9,Afternoon,150
2/27/2016 9:30,70,10,19.73,41.33,18.13,39.19,20.29,37.20,20.20,36.16,18.23,47.99,1.77,62.26,18.70,36.58,19.79,44.23,17.79,39.53,2.15,750.90,74.00,5.00,23.00,-2.10,Weekend,Saturday,9,Afternoon,80
2/28/2016 9:30,150,0,19.79,35.43,18.17,35.53,20.10,35.73,18.76,33.16,17.39,47.30,1.07,54.09,19.29,31.74,20.57,38.47,18.00,37.60,1.05,757.00,71.00,6.50,24.50,-3.65,Weekend,Sunday,9,Afternoon,150
3/1/2016 9:30,50,0,20.00,35.65,17.73,37.20,20.46,35.03,19.57,33.00,17.79,42.90,1.67,81.03,18.89,28.39,20.60,37.36,18.20,38.97,1.20,760.35,90.00,4.50,51.50,-0.30,Weekday,Tuesday,9,Afternoon,50
3/2/2016 9:30,410,0,20.03,39.83,19.07,40.16,20.50,38.50,21.29,37.29,18.60,45.73,6.40,62.66,18.46,36.22,19.89,42.63,18.20,39.89,5.35,746.65,78.50,6.00,40.00,1.80,Weekday,Wednesday,9,Afternoon,410
3/3/2016 9:30,200,30,20.13,38.79,18.39,39.63,20.30,37.27,21.10,37.00,18.23,43.97,3.73,81.66,18.10,32.86,20.20,41.70,18.20,40.63,3.70,744.55,93.50,5.00,29.00,2.70,Weekday,Thursday,9,Afternoon,230
3/4/2016 9:30,50,0,20.39,37.96,18.60,39.00,20.60,38.00,19.20,36.70,18.16,47.90,4.73,81.69,18.44,32.94,20.50,41.36,18.50,40.53,4.15,739.85,92.00,5.00,50.50,2.95,Weekday,Friday,9,Afternoon,50
3/5/2016 9:30,50,0,19.79,38.00,17.20,41.00,20.60,37.09,18.39,37.09,18.29,42.40,2.93,80.03,18.10,32.00,20.50,42.36,18.32,40.53,2.25,741.55,93.50,1.00,52.00,1.25,Weekend,Saturday,9,Afternoon,50
3/6/2016 9:30,60,0,18.60,38.79,16.70,41.36,20.10,37.70,17.39,37.73,17.60,52.19,3.26,75.37,18.00,32.50,20.29,43.86,18.03,42.03,2.90,746.20,95.00,5.50,20.00,2.10,Weekend,Sunday,9,Afternoon,60
3/7/2016 9:30,60,0,18.93,37.90,17.10,39.66,19.39,37.29,18.10,35.90,17.89,51.90,2.23,76.80,17.46,31.26,20.00,40.13,17.57,38.40,1.05,748.05,96.50,2.50,52.00,0.55,Weekday,Monday,9,Afternoon,60
3/8/2016 9:30,30,0,19.50,37.59,17.36,39.59,20.29,35.97,18.70,35.47,17.60,45.09,2.10,79.06,17.89,32.40,19.50,39.83,17.39,37.00,1.30,757.15,98.00,2.50,49.00,1.00,Weekday,Tuesday,9,Afternoon,30
3/9/2016 9:30,100,0,19.43,38.03,16.29,42.02,20.10,37.23,19.70,36.13,17.70,48.50,5.06,51.53,18.20,32.45,19.39,39.53,17.70,41.16,4.70,745.05,66.50,8.00,40.00,-1.05,Weekday,Wednesday,9,Afternoon,100
3/10/2016 9:30,50,10,19.50,37.93,17.60,41.17,19.89,37.00,20.07,35.83,18.00,43.43,2.63,66.26,18.23,34.09,19.53,41.40,17.70,38.83,3.00,757.30,81.50,1.00,63.50,0.05,Weekday,Thursday,9,Afternoon,60
3/11/2016 9:30,50,10,20.10,36.06,17.57,38.69,20.20,36.59,19.89,33.86,17.89,46.13,1.80,73.56,19.00,32.33,20.39,39.36,18.29,38.70,2.40,764.85,89.50,1.50,27.50,0.75,Weekday,Friday,9,Afternoon,60
1/12/2016 9:40,40,0,19.76,45.86,18.96,44.56,20.03,44.96,19.00,44.66,18.00,50.90,4.12,95.40,17.70,41.97,18.60,49.66,17.00,46.16,5.13,742.63,91.00,5.00,32.67,3.73,Weekday,Tuesday,9,Afternoon,40
1/14/2016 9:40,170,20,18.53,43.27,18.10,42.09,19.17,42.00,18.57,41.86,17.39,50.03,2.29,94.37,17.60,39.03,18.36,46.22,16.75,45.50,1.70,748.97,96.00,5.00,38.33,1.13,Weekday,Thursday,9,Afternoon,190
1/15/2016 9:40,50,0,20.79,36.69,19.93,36.39,20.20,38.66,20.50,40.80,17.84,53.57,2.70,84.63,18.00,37.93,18.73,45.07,17.29,44.06,3.20,753.53,81.33,9.33,40.00,0.20,Weekday,Friday,9,Afternoon,50
1/16/2016 9:40,50,0,21.79,40.79,21.10,40.40,20.70,42.09,20.70,42.59,20.00,45.03,1.76,95.50,18.60,42.50,19.70,49.50,17.79,45.97,1.77,763.13,95.67,3.00,34.33,1.07,Weekend,Saturday,9,Afternoon,50
1/19/2016 9:40,40,0,18.70,40.59,17.20,41.00,19.10,39.76,17.89,38.16,16.77,57.00,-5.80,81.16,17.29,33.90,18.87,42.83,16.60,39.00,-4.10,757.27,91.67,1.00,62.00,-5.30,Weekday,Tuesday,9,Afternoon,40
1/20/2016 9:40,50,10,18.20,38.82,17.00,39.20,18.39,37.83,16.89,36.62,16.39,48.90,-2.43,93.03,16.50,30.07,18.70,42.46,15.89,36.59,-2.07,759.93,88.67,2.67,59.00,-3.70,Weekday,Wednesday,9,Afternoon,60
1/21/2016 9:40,50,20,17.79,37.83,16.79,37.16,18.20,38.86,16.79,36.29,16.27,46.11,-3.16,90.63,15.79,31.43,18.20,40.81,15.60,37.97,-2.43,764.03,91.00,1.00,49.67,-3.77,Weekday,Thursday,9,Afternoon,70
1/24/2016 9:40,120,10,18.26,46.29,17.60,44.20,19.89,45.73,19.46,43.33,15.39,51.61,6.40,99.90,15.60,41.29,17.91,52.55,15.50,48.20,6.53,767.70,94.33,5.67,40.00,5.67,Weekend,Sunday,9,Afternoon,130
1/25/2016 9:40,50,0,19.79,43.97,18.89,44.29,20.17,44.09,17.39,46.70,17.89,49.69,7.06,99.90,16.29,43.09,17.71,49.50,16.43,49.27,8.37,763.73,87.67,3.00,35.67,6.37,Weekday,Monday,9,Afternoon,50
1/26/2016 9:40,50,0,20.10,45.20,19.29,44.83,20.50,44.40,19.60,46.09,17.56,53.00,9.26,99.90,17.50,42.97,18.20,49.49,17.10,48.93,9.23,762.70,94.00,4.67,61.33,8.33,Weekday,Tuesday,9,Afternoon,50
1/27/2016 9:40,390,0,19.79,45.90,19.10,45.20,19.89,45.00,18.79,46.79,17.60,55.59,9.63,98.26,18.00,45.40,17.73,50.16,17.20,49.00,9.73,757.37,89.67,10.00,38.33,8.10,Weekday,Wednesday,9,Afternoon,390
1/29/2016 9:40,40,0,18.03,43.36,17.10,44.20,19.10,41.90,16.89,43.73,16.70,50.50,5.73,86.99,17.10,39.00,17.20,45.40,16.29,43.29,5.70,763.97,81.67,8.67,40.00,2.77,Weekday,Friday,9,Afternoon,40
1/31/2016 9:40,440,30,20.36,42.93,19.73,41.86,20.50,44.00,19.22,43.53,17.50,52.73,5.30,99.90,16.98,39.70,19.51,50.91,16.79,47.80,5.33,754.10,92.67,4.67,32.00,4.20,Weekend,Sunday,9,Afternoon,470
2/1/2016 9:40,140,20,21.13,47.29,20.46,46.50,21.46,46.40,19.73,48.29,19.63,77.39,11.16,84.13,19.02,48.48,20.29,52.63,17.79,51.83,11.07,759.90,78.33,8.33,22.67,7.40,Weekday,Monday,9,Afternoon,160
2/2/2016 9:40,60,30,21.79,48.70,20.76,46.23,22.36,44.90,20.96,48.20,19.60,56.36,8.86,99.90,18.75,45.19,20.39,52.77,18.26,51.53,8.67,757.43,96.33,6.00,48.67,8.10,Weekday,Tuesday,9,Afternoon,90
2/4/2016 9:40,140,0,20.79,45.76,19.89,42.33,21.43,42.46,20.76,41.76,18.62,54.61,4.53,96.03,18.29,37.52,20.86,45.61,18.32,46.57,4.33,762.00,95.67,7.33,58.33,3.70,Weekday,Thursday,9,Afternoon,140
2/5/2016 9:40,60,0,21.20,46.29,20.39,45.47,21.73,44.29,19.79,46.83,18.61,59.79,9.30,98.66,18.39,43.86,20.50,51.70,18.60,49.53,8.93,763.70,98.00,4.33,42.33,8.63,Weekday,Friday,9,Afternoon,60
2/6/2016 9:40,30,0,21.03,46.00,20.39,43.86,22.10,44.83,19.39,46.43,18.61,54.63,8.50,88.33,18.50,42.01,20.52,53.23,19.00,50.43,8.40,753.57,84.67,6.67,40.00,5.90,Weekend,Saturday,9,Afternoon,30
2/8/2016 9:40,360,30,20.89,45.49,20.10,43.36,21.50,43.70,21.32,42.86,19.09,54.00,7.90,91.30,18.79,38.31,21.19,49.10,19.00,46.22,8.63,738.80,75.00,9.00,40.00,4.43,Weekday,Monday,9,Afternoon,390
2/9/2016 9:40,120,0,21.39,43.56,20.60,42.20,22.36,41.70,20.00,43.29,20.00,46.65,6.09,87.90,18.83,37.81,21.29,50.78,19.00,45.57,5.67,736.73,93.00,4.33,62.33,4.63,Weekday,Tuesday,9,Afternoon,120
2/10/2016 9:40,80,0,20.89,43.86,20.20,40.36,21.79,41.20,20.39,40.97,19.00,50.43,4.16,92.59,19.51,39.13,21.72,46.34,19.00,43.36,4.10,740.53,92.67,6.00,40.00,3.00,Weekday,Wednesday,9,Afternoon,80
2/11/2016 9:40,70,0,20.00,44.06,19.29,41.16,20.67,41.30,18.70,42.20,18.73,60.50,2.60,92.12,19.89,41.27,21.70,49.07,18.79,44.29,3.17,749.33,96.33,3.67,63.67,2.63,Weekday,Thursday,9,Afternoon,70
2/12/2016 9:40,100,0,20.39,40.76,19.70,39.70,20.60,40.59,19.10,39.30,18.50,52.49,3.16,92.33,19.39,36.64,21.60,45.35,18.60,42.80,2.90,744.23,87.67,4.00,35.67,1.07,Weekday,Friday,9,Afternoon,100
2/13/2016 9:40,230,0,20.03,39.79,18.10,41.23,20.79,39.63,18.60,39.73,18.56,55.34,2.77,88.06,18.89,34.25,21.68,45.04,18.50,42.72,2.10,736.77,87.67,2.67,23.33,0.20,Weekend,Saturday,9,Afternoon,230
2/14/2016 9:40,110,40,20.20,40.53,18.39,41.13,21.00,39.73,20.96,40.03,17.89,50.10,3.16,92.37,19.00,37.83,20.80,44.06,18.17,42.59,2.63,736.13,95.67,1.67,35.67,2.00,Weekend,Sunday,9,Afternoon,150
2/15/2016 9:40,60,10,19.29,39.66,17.82,39.59,20.00,39.33,18.29,37.23,17.75,54.23,1.79,80.33,18.79,33.53,20.60,39.77,17.86,40.77,2.30,757.03,78.33,5.33,40.00,-1.17,Weekday,Monday,9,Afternoon,70
2/17/2016 9:40,80,0,19.79,34.13,17.50,35.09,20.13,36.24,19.23,32.70,18.29,47.05,-3.55,82.53,18.57,29.03,20.37,35.90,17.89,35.56,-1.50,762.33,85.00,1.67,64.67,-3.77,Weekday,Wednesday,9,Afternoon,80
2/18/2016 9:40,260,20,19.50,35.70,17.70,36.23,19.60,36.64,18.29,34.57,17.70,44.20,1.77,72.77,17.79,28.17,20.29,36.16,17.70,37.07,0.90,755.17,79.67,4.00,21.67,-2.20,Weekday,Thursday,9,Afternoon,280
2/19/2016 9:40,70,0,19.60,36.83,17.76,37.09,19.70,36.70,18.10,34.79,17.39,40.77,-0.33,85.87,17.10,30.20,19.20,38.59,17.39,36.74,1.50,760.57,90.00,2.33,35.00,0.03,Weekday,Friday,9,Afternoon,70
2/21/2016 9:40,40,20,20.70,44.59,19.39,45.50,21.53,42.00,19.39,45.20,18.06,53.05,10.60,90.47,18.10,42.70,20.60,52.93,18.29,47.20,10.60,756.63,89.67,8.33,32.67,8.93,Weekend,Sunday,9,Afternoon,60
2/22/2016 9:40,70,0,21.00,44.33,19.60,45.00,21.60,42.53,20.50,43.50,18.43,54.13,9.39,84.59,18.39,41.56,21.10,48.86,18.79,47.66,8.93,751.73,94.00,7.67,44.67,8.00,Weekday,Monday,9,Afternoon,70
2/23/2016 9:40,390,0,20.50,42.83,18.89,43.86,21.29,41.56,20.49,41.59,18.70,51.03,5.09,87.83,19.00,39.33,20.73,45.70,18.50,44.02,4.93,755.33,92.00,3.33,39.00,3.67,Weekday,Tuesday,9,Afternoon,390
2/24/2016 9:40,90,0,20.10,38.66,18.20,40.07,20.50,38.50,19.50,36.47,18.32,51.86,-0.27,84.90,18.70,36.50,19.79,41.17,17.60,38.20,0.87,759.73,94.67,1.00,51.00,0.47,Weekday,Wednesday,9,Afternoon,90
2/27/2016 9:40,310,0,19.79,40.47,18.29,39.48,20.29,37.16,20.29,36.73,18.20,48.62,2.03,61.33,18.72,36.55,19.79,44.16,17.79,39.40,2.43,750.93,73.00,5.33,23.33,-2.03,Weekend,Saturday,9,Afternoon,310
2/28/2016 9:40,70,0,19.73,36.23,18.23,35.43,20.10,35.70,18.79,33.16,17.39,47.10,1.13,52.93,19.29,31.79,20.50,38.40,18.07,37.27,1.20,757.00,70.33,6.67,25.00,-3.63,Weekend,Sunday,9,Afternoon,70
2/29/2016 9:40,80,0,19.00,35.09,17.96,35.60,19.29,35.43,18.43,33.20,17.29,54.33,1.43,63.10,19.23,31.26,20.07,38.80,18.13,37.56,1.87,762.90,75.33,5.67,28.67,-2.10,Weekday,Monday,9,Afternoon,80
3/1/2016 9:40,50,0,19.89,35.70,17.79,37.20,20.39,34.97,19.50,33.00,17.79,42.97,2.03,80.97,18.89,28.39,20.53,37.29,18.20,39.23,1.40,760.23,89.00,5.00,54.67,-0.27,Weekday,Tuesday,9,Afternoon,50
3/2/2016 9:40,110,0,20.10,39.69,19.32,39.83,20.50,38.50,21.29,37.29,18.53,45.99,6.40,56.39,18.57,36.53,19.82,41.83,18.23,39.87,5.63,746.60,75.67,6.33,40.00,1.57,Weekday,Wednesday,9,Afternoon,110
3/4/2016 9:40,50,0,20.39,37.90,18.56,39.03,20.60,38.00,19.20,36.70,18.13,48.00,4.89,81.87,18.43,33.02,20.45,41.24,18.42,40.26,4.17,739.80,92.05,4.86,50.00,2.98,Weekday,Friday,9,Afternoon,50
3/5/2016 9:40,50,0,19.79,37.86,17.20,40.97,20.60,37.13,18.39,37.03,18.26,42.96,3.10,80.09,18.10,31.93,20.50,42.29,18.36,40.10,2.40,741.57,92.67,1.00,55.33,1.27,Weekend,Saturday,9,Afternoon,50
3/6/2016 9:40,70,10,18.60,38.93,16.70,41.40,20.00,37.59,17.79,38.13,17.60,51.73,3.26,75.37,18.00,32.50,20.23,43.47,18.00,41.83,2.90,746.30,95.00,5.67,20.00,2.10,Weekend,Sunday,9,Afternoon,80
3/7/2016 9:40,60,0,19.00,37.90,17.17,39.53,19.39,37.29,18.10,35.90,17.82,51.50,2.23,76.73,17.39,31.20,20.00,39.93,17.50,38.40,1.13,748.10,96.33,3.00,55.67,0.60,Weekday,Monday,9,Afternoon,60
3/8/2016 9:40,20,0,19.50,37.59,17.29,39.72,20.29,35.83,18.67,35.50,17.60,45.09,2.43,79.26,17.89,32.40,19.50,39.70,17.39,37.00,1.43,757.20,97.67,2.67,53.00,1.10,Weekday,Tuesday,9,Afternoon,20
3/9/2016 9:40,60,0,19.39,38.07,16.29,42.06,20.00,37.05,19.67,36.03,17.70,48.73,5.12,52.03,18.20,32.22,19.39,39.33,17.70,40.96,4.80,744.93,66.00,8.00,40.00,-1.07,Weekday,Wednesday,9,Afternoon,60
3/10/2016 9:40,80,0,19.50,38.00,18.20,40.42,19.89,37.00,20.23,35.93,18.00,43.26,3.23,65.86,18.29,34.09,19.60,41.59,17.70,38.73,3.37,757.40,80.00,1.00,63.67,0.17,Weekday,Thursday,9,Afternoon,80
1/12/2016 9:50,30,0,19.70,45.79,18.96,44.43,20.00,44.90,19.07,44.59,18.00,50.43,4.26,95.80,17.70,41.83,18.60,49.59,17.00,46.03,5.22,742.72,91.00,5.00,30.83,3.82,Weekday,Tuesday,9,Afternoon,30
1/13/2016 9:50,110,30,19.20,44.36,18.53,43.43,19.46,43.66,20.17,43.03,18.03,55.16,5.59,79.99,17.73,42.27,18.26,49.22,17.00,45.53,5.00,755.78,88.00,4.83,38.17,3.12,Weekday,Wednesday,9,Afternoon,140
1/14/2016 9:50,390,30,18.60,43.29,18.23,42.03,19.17,42.33,18.63,42.07,17.46,49.50,2.29,94.62,17.60,38.86,18.29,46.09,16.79,45.65,1.80,748.83,95.50,5.50,39.17,1.17,Weekday,Thursday,9,Afternoon,420
1/15/2016 9:50,70,10,20.79,37.03,20.00,36.72,20.20,38.72,20.36,40.59,17.79,53.33,2.76,84.37,18.00,37.76,18.70,44.83,17.29,43.93,3.20,753.62,81.67,9.17,40.00,0.25,Weekday,Friday,9,Afternoon,80
1/16/2016 9:50,60,0,21.86,40.86,21.15,40.40,20.79,42.09,20.60,42.59,20.07,44.90,1.67,95.47,18.60,42.43,19.60,49.50,17.79,45.83,1.88,763.22,95.33,3.00,27.17,1.13,Weekend,Saturday,9,Afternoon,60
1/17/2016 9:50,100,0,21.39,41.80,20.57,39.03,22.39,43.73,21.26,38.96,18.10,51.83,-1.32,95.26,19.10,38.07,20.13,46.20,17.79,42.73,0.03,765.05,90.50,1.17,28.83,-1.38,Weekend,Sunday,9,Afternoon,100
1/18/2016 9:50,50,0,19.70,41.20,18.10,41.79,19.82,40.73,19.10,38.00,17.93,57.93,-3.80,90.85,19.23,36.07,20.10,44.00,17.29,38.90,-3.60,759.35,86.83,1.17,22.83,-5.52,Weekday,Monday,9,Afternoon,50
1/19/2016 9:50,40,0,18.70,40.59,17.20,41.03,19.10,39.76,17.89,38.09,16.73,56.99,-5.83,81.20,17.29,33.90,18.82,42.72,16.60,38.90,-3.90,757.28,91.33,1.00,62.00,-5.15,Weekday,Tuesday,9,Afternoon,40
1/21/2016 9:50,40,10,17.79,37.70,16.79,37.03,18.13,38.79,16.82,36.50,16.29,45.76,-3.03,91.03,15.72,31.39,18.20,40.66,15.60,37.77,-1.97,764.12,90.50,1.00,51.83,-3.38,Weekday,Thursday,9,Afternoon,50
1/22/2016 9:50,60,0,18.39,38.40,17.29,38.40,18.60,39.29,16.20,38.50,16.36,47.53,-0.27,94.06,16.20,32.95,18.19,42.68,15.86,41.09,0.07,762.82,78.83,4.00,20.17,-3.18,Weekday,Friday,9,Afternoon,60
1/23/2016 9:50,120,10,17.10,43.66,16.20,43.79,17.60,41.66,15.19,43.00,15.49,49.39,6.06,99.90,15.63,38.63,16.50,46.59,15.10,43.09,5.93,768.98,99.17,3.17,35.00,5.85,Weekend,Saturday,9,Afternoon,130
1/25/2016 9:50,40,0,19.79,44.00,18.89,44.29,20.10,44.09,17.39,46.70,17.89,49.63,7.12,99.90,16.29,43.09,17.70,49.44,16.50,49.36,8.63,763.67,86.33,3.00,37.83,6.38,Weekday,Monday,9,Afternoon,40
1/26/2016 9:50,40,0,20.10,45.20,19.23,44.83,20.50,44.40,19.50,46.13,17.54,53.00,9.30,99.90,17.50,43.00,18.19,49.50,17.10,48.97,9.27,762.65,94.00,4.83,61.17,8.37,Weekday,Tuesday,9,Afternoon,40
1/27/2016 9:50,340,0,19.79,45.90,19.10,45.26,19.89,45.00,18.79,46.86,17.59,55.59,9.69,98.66,17.99,45.34,17.72,50.20,17.20,49.00,9.72,757.38,90.33,10.00,41.67,8.20,Weekday,Wednesday,9,Afternoon,340
1/30/2016 9:50,60,0,18.89,46.09,18.39,45.40,19.60,44.40,16.46,47.53,16.70,51.90,8.46,99.90,16.79,43.73,18.29,54.29,16.39,49.09,8.52,752.90,91.50,11.17,23.33,7.15,Weekend,Saturday,9,Afternoon,60
2/1/2016 9:50,330,20,21.20,47.29,20.60,46.33,21.50,46.33,19.67,48.29,19.50,76.99,11.23,83.79,19.09,48.18,20.31,52.43,17.79,51.76,11.08,759.95,77.67,8.17,22.83,7.30,Weekday,Monday,9,Afternoon,350
2/2/2016 9:50,50,20,21.73,48.50,20.70,46.29,22.39,44.93,21.00,48.23,19.60,56.41,8.89,99.90,18.70,45.16,20.39,52.60,18.26,51.40,8.68,757.37,96.67,6.00,45.33,8.15,Weekday,Tuesday,9,Afternoon,70
